,Date/Time,ROOM:Zone Lights Electric Energy [J](Hourly),ROOM:Zone Electric Equipment Electric Energy [J](Hourly),PLENUM:Zone Mean Air Temperature [C](Hourly),ROOM:Zone Mean Air Temperature [C](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
7, 07/15  08:00:00,0.0,0.0,28.432101799900163,32.57359374762855,0.0,0.0
8, 07/15  09:00:00,0.0,0.0,29.157100234974063,32.847441889834535,0.0,0.0
9, 07/15  10:00:00,0.0,0.0,30.208146208216053,33.06409662714445,0.0,0.0
10, 07/15  11:00:00,0.0,0.0,32.34989983685753,33.47179436857586,0.0,0.0
11, 07/15  12:00:00,0.0,0.0,33.54017372654689,34.05266350166398,0.0,0.0
12, 07/15  13:00:00,0.0,0.0,33.79757092526595,34.6731805649039,0.0,0.0
13, 07/15  14:00:00,0.0,0.0,34.629560931146806,35.135145219544334,0.0,0.0
14, 07/15  15:00:00,0.0,0.0,34.54766682990873,35.46870973506039,0.0,0.0
15, 07/15  16:00:00,0.0,0.0,35.20363273975053,35.68394743465452,0.0,0.0
16, 07/15  17:00:00,0.0,0.0,34.87455280982325,35.715745620283656,0.0,0.0
17, 07/15  18:00:00,0.0,0.0,34.09263372020266,35.54549859132458,0.0,0.0
7, 07/16  08:00:00,0.0,0.0,26.81266196696774,31.824671559377624,0.0,0.0
8, 07/16  09:00:00,0.0,0.0,27.710079318018032,32.09774577688455,0.0,0.0
9, 07/16  10:00:00,0.0,0.0,28.854152129151174,32.32185263686598,0.0,0.0
10, 07/16  11:00:00,0.0,0.0,30.375446944456282,32.781093416747254,0.0,0.0
11, 07/16  12:00:00,0.0,0.0,31.017797130060444,33.36960881340362,0.0,0.0
12, 07/16  13:00:00,0.0,0.0,31.68370195649435,33.94666974419025,0.0,0.0
13, 07/16  14:00:00,0.0,0.0,32.054234400327694,34.395385453169375,0.0,0.0
